"trabalho" "NODF" "pNODF" "H2" "pH2" "Q" "pQ"
1 -1.82975318693222 0.0699300699300699 -9.39681042066186 0.000999000999000999 0.264205546248569 0.81018981018981
2 -2.53818251102698 0.018981018981019 -5.30232744660121 0.000999000999000999 0.862726221042499 0.407592407592408
3 -1.95549923282933 0.0659340659340659 1.1796423450748 0.233766233766234 9.8649840320173 0.000999000999000999
4 0.523267863921782 0.649350649350649 3.00342624577632 0.002997002997003 0.230965981042391 0.752247752247752
5 -0.537041819303506 0.572427572427572 1.18517584463188 0.227772227772228 0.620991106410558 0.678321678321678
6 -7.82963608776371 0.000999000999000999 6.81121636841249 0.000999000999000999 1.40962136614872 0.15984015984016
7 -0.445519498173751 0.807192807192807 -0.819368285693727 0.451548451548452 0.2197892040847 0.741258741258741
8 -3.09861503062872 0.00699300699300699 4.49901236134785 0.000999000999000999 -0.31250064602334 0.736263736263736
9 -1.21235815489445 0.212787212787213 -0.0238521742478381 0.983016983016983 -0.0462235001887122 1
10 -0.0744383094736179 0.934065934065934 -0.634796770612323 0.53946053946054 5.52343362576046 0.000999000999000999
11 -1.21021701302423 0.205794205794206 0.112497983469063 0.912087912087912 -0.642677709830777 0.605394605394605
12 -2.83822777025126 0.00899100899100899 5.18630970847207 0.000999000999000999 5.64415394646501 0.000999000999000999
13 1.03516131470617 0.296703296703297 3.27564427101591 0.000999000999000999 -0.976426327083526 0.318681318681319
14 -1.54154817437092 0.124875124875125 -2.67805197658301 0.00999000999000999 0.93304614507455 0.330669330669331
15 0.818983157681929 0.41958041958042 3.43963257600509 0.000999000999000999 2.86327098158106 0.011988011988012
16 -3.79478349079617 0.002997002997003 2.71872977911226 0.00599400599400599 2.49341331762438 0.017982017982018
17 -1.17057463397759 0.225774225774226 -2.32758930355457 0.021978021978022 2.96828167565544 0.00699300699300699
18 0.22039691196275 0.848151848151848 -0.588408554754739 0.549450549450549 2.36413908774741 0.022977022977023
19 0.563390037249596 0.568431568431568 -2.84247510245368 0.00599400599400599 5.15965529814093 0.000999000999000999
20 -0.703168612589504 0.492507492507492 3.35691863157798 0.002997002997003 -1.21849896592338 0.206793206793207
21 -0.5922939758901 0.545454545454545 -3.26185461702591 0.002997002997003 -1.79535083744635 0.0829170829170829
22 -0.699510359175499 0.549450549450549 2.6969254773438 0.00899100899100899 1.41305957331634 0.157842157842158
23 -2.51302039489579 0.022977022977023 1.04391145641937 0.292707292707293 -0.0787932514587382 0.947052947052947
24 -3.18701160592124 0.00999000999000999 -1.98191499635252 0.048951048951049 2.33303270919271 0.021978021978022
25 -0.996558961091464 0.317682317682318 -1.37818990428422 0.17982017982018 0.581681743933912 0.56043956043956
26 -3.42552476912866 0.00899100899100899 1.14612916181346 0.242757242757243 2.78131738476735 0.012987012987013
27 -1.36104253608602 0.161838161838162 2.40548625592832 0.015984015984016 2.42799340530928 0.015984015984016
28 -1.09342255140726 0.158841158841159 -3.47711436745266 0.002997002997003 1.75177784839388 0.045954045954046
29 1.00845884047278 0.304695304695305 -4.83211144610668 0.000999000999000999 0.342958932181782 0.715284715284715
30 1.12214496815229 0.258741258741259 -3.14103320714053 0.000999000999000999 0.110045213980946 0.934065934065934
31 0.147073169728571 0.898101898101898 1.83447518275616 0.0679320679320679 1.06578577719352 0.280719280719281
32 -0.762605256149108 0.436563436563437 5.26561060304524 0.000999000999000999 7.19878368048276 0.000999000999000999
33 0.0818212294431692 0.939060939060939 -9.94540281489941 0.000999000999000999 2.16202059682854 0.027972027972028
34 0.210918658883668 0.873126873126873 -4.08825223187241 0.001998001998002 -0.487224747137058 0.717282717282717
35 -0.593460588652405 0.561438561438561 1.28634947018862 0.202797202797203 3.65217177747647 0.000999000999000999
36 1.64281060223627 0.201798201798202 0.598476086165947 0.565434565434565 -1.10815978366398 0.420579420579421
37 -0.43234247865903 0.658341658341658 -2.20537036136966 0.01998001998002 2.31521051386516 0.015984015984016
38 0.193571755587804 0.822177822177822 31.6069770620507 0.000999000999000999 2.37551732767161 0.021978021978022
39 -0.214918322810313 0.838161838161838 0.0225448052604087 0.979020979020979 -0.698060369441548 0.520479520479521
40 -0.290710357328482 0.764235764235764 -0.323025126598347 0.747252747252747 -0.376866927680079 0.718281718281718
41 -3.2628013560467 0.004995004995005 3.43769091419604 0.001998001998002 0.897524762176891 0.370629370629371
42 -1.3475997647518 0.173826173826174 -9.13790280494227 0.000999000999000999 0.213064945955695 0.835164835164835
43 0.069223802065078 0.942057942057942 6.5886236364765 0.000999000999000999 3.14844239487819 0.010989010989011
44 -4.46056642514274 0.000999000999000999 1.15075372137955 0.250749250749251 1.84831053540403 0.0679320679320679
45 -0.624169638854891 0.506493506493506 -7.78045217672883 0.000999000999000999 0.957242870892098 0.325674325674326
46 -0.521880580393747 0.6003996003996 31.6069770620507 0.000999000999000999 2.26659394026251 0.020979020979021
47 -0.972070459223658 0.323676323676324 1.81572942430472 0.0729270729270729 -0.0635066718604707 0.923076923076923
48 0.815585050776077 0.422577422577423 -0.0911189474880832 0.944055944055944 1.70647263042637 0.0789210789210789
49 0.615897580963898 0.58041958041958 31.6069770620507 0.000999000999000999 1.4738204589786 0.161838161838162
